date	open	high	low	close	volume
Aug 24, 2012	1,270,000.00	1,287,000.00	1,264,000.00	1,275,000.00	278,365
Aug 23, 2012	1,261,000.00	1,287,000.00	1,249,000.00	1,287,000.00	270,743
Aug 22, 2012	1,269,000.00	1,281,000.00	1,257,000.00	1,264,000.00	316,580
Aug 21, 2012	1,292,000.00	1,302,000.00	1,282,000.00	1,282,000.00	304,504
Aug 20, 2012	1,270,000.00	1,283,000.00	1,255,000.00	1,283,000.00	397,197
Aug 17, 2012	1,344,000.00	1,345,000.00	1,286,000.00	1,295,000.00	550,911
Aug 16, 2012	1,354,000.00	1,355,000.00	1,338,000.00	1,345,000.00	291,926
Aug 14, 2012	1,326,000.00	1,350,000.00	1,326,000.00	1,345,000.00	283,065
Aug 13, 2012	1,342,000.00	1,347,000.00	1,323,000.00	1,325,000.00	196,232
Aug 10, 2012	1,335,000.00	1,348,000.00	1,330,000.00	1,348,000.00	294,144
Aug 9, 2012	1,321,000.00	1,348,000.00	1,318,000.00	1,340,000.00	598,867
Aug 8, 2012	1,306,000.00	1,328,000.00	1,301,000.00	1,320,000.00	345,612
Aug 7, 2012	1,303,000.00	1,304,000.00	1,284,000.00	1,294,000.00	203,939
Aug 6, 2012	1,285,000.00	1,305,000.00	1,282,000.00	1,298,000.00	238,934
Aug 3, 2012	1,240,000.00	1,267,000.00	1,238,000.00	1,243,000.00	306,284
Aug 2, 2012	1,300,000.00	1,304,000.00	1,261,000.00	1,263,000.00	317,263
Aug 1, 2012	1,292,000.00	1,315,000.00	1,283,000.00	1,300,000.00	377,681
Jul 31, 2012	1,280,000.00	1,334,000.00	1,275,000.00	1,309,000.00	664,814
Jul 30, 2012	1,260,000.00	1,278,000.00	1,251,000.00	1,275,000.00	381,312
Jul 27, 2012	1,195,000.00	1,233,000.00	1,191,000.00	1,233,000.00	532,577
Jul 26, 2012	1,169,000.00	1,174,000.00	1,160,000.00	1,172,000.00	250,183
Jul 25, 2012	1,153,000.00	1,172,000.00	1,139,000.00	1,158,000.00	268,915
Jul 24, 2012	1,165,000.00	1,175,000.00	1,159,000.00	1,170,000.00	289,685
Jul 23, 2012	1,165,000.00	1,170,000.00	1,155,000.00	1,162,000.00	252,744
Jul 20, 2012	1,202,000.00	1,203,000.00	1,191,000.00	1,191,000.00	234,436
Jul 19, 2012	1,180,000.00	1,202,000.00	1,172,000.00	1,195,000.00	493,669
Jul 18, 2012	1,179,000.00	1,185,000.00	1,138,000.00	1,154,000.00	289,513
Jul 17, 2012	1,148,000.00	1,178,000.00	1,136,000.00	1,168,000.00	316,700
Jul 16, 2012	1,145,000.00	1,155,000.00	1,133,000.00	1,152,000.00	303,976
Jul 13, 2012	1,096,000.00	1,144,000.00	1,091,000.00	1,139,000.00	540,857
Jul 12, 2012	1,121,000.00	1,126,000.00	1,091,000.00	1,091,000.00	491,960
Jul 11, 2012	1,129,000.00	1,133,000.00	1,108,000.00	1,118,000.00	357,377
Jul 10, 2012	1,135,000.00	1,142,000.00	1,121,000.00	1,127,000.00	351,824
Jul 9, 2012	1,135,000.00	1,138,000.00	1,126,000.00	1,126,000.00	423,937
Jul 6, 2012	1,194,000.00	1,194,000.00	1,153,000.00	1,161,000.00	420,855
Jul 5, 2012	1,187,000.00	1,194,000.00	1,177,000.00	1,185,000.00	178,179
Jul 4, 2012	1,182,000.00	1,197,000.00	1,178,000.00	1,191,000.00	372,207
Jul 3, 2012	1,182,000.00	1,193,000.00	1,170,000.00	1,175,000.00	315,056
Jul 2, 2012	1,208,000.00	1,209,000.00	1,171,000.00	1,174,000.00	373,630
Jun 29, 2012	1,167,000.00	1,201,000.00	1,153,000.00	1,201,000.00	363,184
Jun 28, 2012	1,167,000.00	1,180,000.00	1,153,000.00	1,168,000.00	206,246
Jun 27, 2012	1,140,000.00	1,177,000.00	1,130,000.00	1,167,000.00	470,150
Jun 26, 2012	1,133,000.00	1,149,000.00	1,129,000.00	1,139,000.00	501,083
Jun 25, 2012	1,171,000.00	1,178,000.00	1,128,000.00	1,132,000.00	815,635
Jun 22, 2012	1,189,000.00	1,202,000.00	1,180,000.00	1,182,000.00	620,087
Jun 21, 2012	1,234,000.00	1,242,000.00	1,226,000.00	1,227,000.00	253,987
Jun 20, 2012	1,249,000.00	1,265,000.00	1,245,000.00	1,252,000.00	262,611
Jun 19, 2012	1,245,000.00	1,247,000.00	1,222,000.00	1,244,000.00	278,904
Jun 18, 2012	1,240,000.00	1,257,000.00	1,234,000.00	1,243,000.00	347,332
Jun 15, 2012	1,250,000.00	1,260,000.00	1,214,000.00	1,217,000.00	583,669
Jun 14, 2012	1,269,000.00	1,271,000.00	1,256,000.00	1,261,000.00	433,184
Jun 13, 2012	1,266,000.00	1,274,000.00	1,256,000.00	1,271,000.00	191,225
Jun 12, 2012	1,246,000.00	1,260,000.00	1,245,000.00	1,255,000.00	175,700
Jun 11, 2012	1,272,000.00	1,275,000.00	1,266,000.00	1,268,000.00	196,689
Jun 8, 2012	1,275,000.00	1,275,000.00	1,245,000.00	1,247,000.00	198,418
Jun 7, 2012	1,239,000.00	1,265,000.00	1,233,000.00	1,265,000.00	412,491
Jun 5, 2012	1,201,000.00	1,209,000.00	1,193,000.00	1,203,000.00	255,178
Jun 4, 2012	1,198,000.00	1,205,000.00	1,192,000.00	1,196,000.00	354,336
Jun 1, 2012	1,213,000.00	1,237,000.00	1,199,000.00	1,233,000.00	268,559
May 31, 2012	1,213,000.00	1,213,000.00	1,192,000.00	1,211,000.00	422,127
May 30, 2012	1,238,000.00	1,240,000.00	1,215,000.00	1,226,000.00	251,641
May 29, 2012	1,212,000.00	1,238,000.00	1,206,000.00	1,238,000.00	212,061
May 25, 2012	1,233,000.00	1,246,000.00	1,223,000.00	1,225,000.00	187,886
May 24, 2012	1,213,000.00	1,225,000.00	1,198,000.00	1,225,000.00	278,977
May 23, 2012	1,240,000.00	1,240,000.00	1,195,000.00	1,221,000.00	320,046
May 22, 2012	1,255,000.00	1,255,000.00	1,227,000.00	1,240,000.00	470,020
May 21, 2012	1,194,000.00	1,216,000.00	1,190,000.00	1,209,000.00	462,953
May 18, 2012	1,204,000.00	1,205,000.00	1,165,000.00	1,166,000.00	588,667
May 17, 2012	1,230,000.00	1,243,000.00	1,201,000.00	1,223,000.00	654,841
May 17, 2012	1,230,000.00	1,243,000.00	1,201,000.00	1,223,000.00	654,841
May 16, 2012	1,298,000.00	1,300,000.00	1,228,000.00	1,230,000.00	766,245
May 15, 2012	1,304,000.00	1,320,000.00	1,300,000.00	1,311,000.00	309,266
May 14, 2012	1,305,000.00	1,327,000.00	1,304,000.00	1,314,000.00	300,301
May 11, 2012	1,315,000.00	1,323,000.00	1,303,000.00	1,303,000.00	265,862
May 10, 2012	1,329,000.00	1,336,000.00	1,322,000.00	1,327,000.00	262,420
May 9, 2012	1,335,000.00	1,348,000.00	1,324,000.00	1,331,000.00	252,345
May 8, 2012	1,348,000.00	1,352,000.00	1,339,000.00	1,341,000.00	240,205
May 7, 2012	1,342,000.00	1,353,000.00	1,325,000.00	1,342,000.00	375,986
May 4, 2012	1,375,000.00	1,398,000.00	1,349,000.00	1,360,000.00	402,511
May 3, 2012	1,402,000.00	1,410,000.00	1,398,000.00	1,401,000.00	193,199
May 2, 2012	1,410,000.00	1,418,000.00	1,399,000.00	1,410,000.00	362,839
Apr 30, 2012	1,395,000.00	1,409,000.00	1,377,000.00	1,390,000.00	307,084
Apr 27, 2012	1,355,000.00	1,383,000.00	1,351,000.00	1,374,000.00	317,086
Apr 26, 2012	1,320,000.00	1,340,000.00	1,317,000.00	1,340,000.00	329,145
Apr 25, 2012	1,304,000.00	1,315,000.00	1,293,000.00	1,305,000.00	275,068
Apr 24, 2012	1,265,000.00	1,286,000.00	1,262,000.00	1,283,000.00	263,658
Apr 23, 2012	1,269,000.00	1,280,000.00	1,262,000.00	1,279,000.00	166,441
Apr 20, 2012	1,294,000.00	1,297,000.00	1,278,000.00	1,282,000.00	189,028
Apr 19, 2012	1,292,000.00	1,307,000.00	1,289,000.00	1,307,000.00	257,764
Apr 18, 2012	1,277,000.00	1,302,000.00	1,269,000.00	1,293,000.00	338,957
Apr 17, 2012	1,251,000.00	1,264,000.00	1,241,000.00	1,249,000.00	288,784
Apr 16, 2012	1,273,000.00	1,276,000.00	1,250,000.00	1,259,000.00	298,472
Apr 13, 2012	1,265,000.00	1,277,000.00	1,260,000.00	1,268,000.00	437,126
Apr 12, 2012	1,283,000.00	1,299,000.00	1,268,000.00	1,273,000.00	504,188
Apr 10, 2012	1,314,000.00	1,320,000.00	1,307,000.00	1,311,000.00	221,677
Apr 9, 2012	1,320,000.00	1,330,000.00	1,306,000.00	1,317,000.00	171,233
Apr 6, 2012	1,327,000.00	1,334,000.00	1,313,000.00	1,332,000.00	204,885
Apr 5, 2012	1,302,000.00	1,335,000.00	1,297,000.00	1,330,000.00	257,957
Apr 4, 2012	1,331,000.00	1,351,000.00	1,315,000.00	1,320,000.00	289,381
Apr 3, 2012	1,320,000.00	1,339,000.00	1,302,000.00	1,335,000.00	329,545
Apr 2, 2012	1,275,000.00	1,299,000.00	1,261,000.00	1,299,000.00	246,366
Mar 30, 2012	1,270,000.00	1,280,000.00	1,257,000.00	1,275,000.00	301,437
Mar 29, 2012	1,299,000.00	1,299,000.00	1,280,000.00	1,280,000.00	231,436
Mar 28, 2012	1,300,000.00	1,308,000.00	1,295,000.00	1,302,000.00	185,523
Mar 27, 2012	1,285,000.00	1,311,000.00	1,276,000.00	1,311,000.00	281,856
Mar 26, 2012	1,268,000.00	1,275,000.00	1,261,000.00	1,275,000.00	184,423
Mar 23, 2012	1,243,000.00	1,274,000.00	1,243,000.00	1,261,000.00	216,142
Mar 22, 2012	1,235,000.00	1,263,000.00	1,235,000.00	1,258,000.00	237,197
Mar 21, 2012	1,260,000.00	1,260,000.00	1,242,000.00	1,242,000.00	257,840
Mar 20, 2012	1,267,000.00	1,277,000.00	1,260,000.00	1,267,000.00	234,855
Mar 19, 2012	1,235,000.00	1,268,000.00	1,234,000.00	1,260,000.00	237,092
Mar 16, 2012	1,260,000.00	1,267,000.00	1,238,000.00	1,238,000.00	310,654
Mar 15, 2012	1,251,000.00	1,260,000.00	1,242,000.00	1,250,000.00	275,964
Mar 14, 2012	1,230,000.00	1,255,000.00	1,230,000.00	1,250,000.00	363,850
Mar 13, 2012	1,200,000.00	1,229,000.00	1,200,000.00	1,221,000.00	239,443
Mar 12, 2012	1,224,000.00	1,226,000.00	1,210,000.00	1,210,000.00	232,283
Mar 9, 2012	1,191,000.00	1,231,000.00	1,188,000.00	1,230,000.00	363,184
Mar 8, 2012	1,180,000.00	1,186,000.00	1,165,000.00	1,180,000.00	397,745
Mar 7, 2012	1,175,000.00	1,183,000.00	1,165,000.00	1,172,000.00	230,282
Mar 6, 2012	1,179,000.00	1,193,000.00	1,167,000.00	1,180,000.00	210,814
Mar 5, 2012	1,190,000.00	1,191,000.00	1,166,000.00	1,174,000.00	223,148
Mar 2, 2012	1,215,000.00	1,217,000.00	1,179,000.00	1,182,000.00	348,328
Feb 29, 2012	1,191,000.00	1,209,000.00	1,191,000.00	1,206,000.00	343,759
Feb 28, 2012	1,196,000.00	1,200,000.00	1,181,000.00	1,185,000.00	332,559
Feb 27, 2012	1,174,000.00	1,180,000.00	1,159,000.00	1,171,000.00	159,257
Feb 24, 2012	1,153,000.00	1,186,000.00	1,153,000.00	1,180,000.00	283,540
Feb 23, 2012	1,173,000.00	1,179,000.00	1,151,000.00	1,160,000.00	457,752
Feb 22, 2012	1,182,000.00	1,200,000.00	1,172,000.00	1,197,000.00	234,758
Feb 21, 2012	1,175,000.00	1,198,000.00	1,165,000.00	1,180,000.00	207,538
Feb 20, 2012	1,178,000.00	1,194,000.00	1,166,000.00	1,175,000.00	224,338
Feb 17, 2012	1,159,000.00	1,180,000.00	1,156,000.00	1,176,000.00	345,347
Feb 16, 2012	1,130,000.00	1,140,000.00	1,121,000.00	1,135,000.00	307,992
Feb 15, 2012	1,098,000.00	1,138,000.00	1,092,000.00	1,135,000.00	565,183
Feb 14, 2012	1,084,000.00	1,089,000.00	1,074,000.00	1,080,000.00	245,793
Feb 13, 2012	1,069,000.00	1,089,000.00	1,067,000.00	1,083,000.00	310,816
Feb 10, 2012	1,084,000.00	1,084,000.00	1,061,000.00	1,062,000.00	369,292
Feb 9, 2012	1,087,000.00	1,090,000.00	1,060,000.00	1,084,000.00	467,335
Feb 8, 2012	1,099,000.00	1,100,000.00	1,084,000.00	1,092,000.00	234,977
Feb 7, 2012	1,077,000.00	1,096,000.00	1,073,000.00	1,093,000.00	232,984
Feb 6, 2012	1,084,000.00	1,091,000.00	1,066,000.00	1,074,000.00	310,818
Feb 3, 2012	1,071,000.00	1,084,000.00	1,056,000.00	1,066,000.00	351,821
Feb 2, 2012	1,086,000.00	1,104,000.00	1,068,000.00	1,080,000.00	445,443
Feb 1, 2012	1,107,000.00	1,107,000.00	1,078,000.00	1,079,000.00	448,638
Jan 31, 2012	1,105,000.00	1,120,000.00	1,089,000.00	1,107,000.00	433,749
Jan 30, 2012	1,129,000.00	1,130,000.00	1,109,000.00	1,115,000.00	322,489
Jan 27, 2012	1,120,000.00	1,125,000.00	1,111,000.00	1,125,000.00	254,743
Jan 26, 2012	1,116,000.00	1,121,000.00	1,094,000.00	1,113,000.00	352,750
Jan 25, 2012	1,092,000.00	1,125,000.00	1,092,000.00	1,114,000.00	424,753
Jan 20, 2012	1,090,000.00	1,105,000.00	1,076,000.00	1,105,000.00	510,856
Jan 19, 2012	1,038,000.00	1,072,000.00	1,037,000.00	1,072,000.00	442,259
Jan 18, 2012	1,051,000.00	1,052,000.00	1,022,000.00	1,030,000.00	306,148
Jan 17, 2012	1,041,000.00	1,048,000.00	1,024,000.00	1,036,000.00	340,744
Jan 16, 2012	1,040,000.00	1,040,000.00	1,020,000.00	1,030,000.00	231,921
Jan 13, 2012	1,028,000.00	1,050,000.00	1,026,000.00	1,046,000.00	291,220
Jan 12, 2012	1,016,000.00	1,029,000.00	1,011,000.00	1,028,000.00	359,620
Jan 11, 2012	1,017,000.00	1,024,000.00	1,014,000.00	1,021,000.00	371,660
Jan 10, 2012	1,021,000.00	1,036,000.00	1,021,000.00	1,026,000.00	407,332
Jan 9, 2012	1,040,000.00	1,041,000.00	1,015,000.00	1,016,000.00	364,053
Jan 6, 2012	1,056,000.00	1,066,000.00	1,030,000.00	1,040,000.00	372,181
Jan 5, 2012	1,073,000.00	1,079,000.00	1,055,000.00	1,055,000.00	340,528
Jan 4, 2012	1,105,000.00	1,110,000.00	1,075,000.00	1,080,000.00	341,703
Jan 3, 2012	1,093,000.00	1,105,000.00	1,092,000.00	1,105,000.00	337,979
Jan 2, 2012	1,070,000.00	1,080,000.00	1,065,000.00	1,080,000.00	262,497
Dec 29, 2011	1,062,000.00	1,077,000.00	1,057,000.00	1,058,000.00	217,789
Dec 28, 2011	1,073,000.00	1,073,000.00	1,060,000.00	1,061,000.00	218,768
Dec 27, 2011	1,068,000.00	1,080,000.00	1,053,000.00	1,073,000.00	214,941
Dec 26, 2011	1,067,000.00	1,075,000.00	1,066,000.00	1,066,000.00	124,064
Dec 23, 2011	1,056,000.00	1,074,000.00	1,056,000.00	1,068,000.00	245,795
Dec 22, 2011	1,045,000.00	1,053,000.00	1,041,000.00	1,052,000.00	211,376
Dec 21, 2011	1,035,000.00	1,057,000.00	1,031,000.00	1,057,000.00	339,033
Dec 20, 2011	1,008,000.00	1,029,000.00	1,007,000.00	1,012,000.00	274,527
Dec 19, 2011	1,045,000.00	1,045,000.00	984,000.00	1,007,000.00	406,537
Dec 16, 2011	1,021,000.00	1,045,000.00	1,020,000.00	1,045,000.00	233,586
Dec 15, 2011	1,029,000.00	1,036,000.00	1,015,000.00	1,015,000.00	338,213
Dec 14, 2011	1,034,000.00	1,045,000.00	1,025,000.00	1,040,000.00	417,342
Dec 13, 2011	1,074,000.00	1,075,000.00	1,050,000.00	1,050,000.00	260,608
Dec 12, 2011	1,063,000.00	1,084,000.00	1,060,000.00	1,084,000.00	240,256
Dec 9, 2011	1,049,000.00	1,074,000.00	1,037,000.00	1,053,000.00	275,761
Dec 8, 2011	1,057,000.00	1,083,000.00	1,046,000.00	1,064,000.00	505,994
Dec 7, 2011	1,050,000.00	1,068,000.00	1,041,000.00	1,056,000.00	393,322
Dec 6, 2011	1,057,000.00	1,070,000.00	1,041,000.00	1,044,000.00	289,196
Dec 5, 2011	1,069,000.00	1,073,000.00	1,058,000.00	1,066,000.00	282,333
Dec 2, 2011	1,061,000.00	1,071,000.00	1,040,000.00	1,050,000.00	418,869
Dec 1, 2011	1,035,000.00	1,080,000.00	1,029,000.00	1,074,000.00	692,218
Nov 30, 2011	1,000,000.00	1,010,000.00	996,000.00	1,004,000.00	390,349
Nov 29, 2011	990,000.00	1,005,000.00	986,000.00	1,005,000.00	551,473
Nov 28, 2011	959,000.00	982,000.00	958,000.00	978,000.00	307,131
Nov 25, 2011	929,000.00	953,000.00	929,000.00	947,000.00	231,616
Nov 24, 2011	922,000.00	953,000.00	921,000.00	943,000.00	272,809
Nov 23, 2011	948,000.00	960,000.00	935,000.00	935,000.00	303,195
Nov 22, 2011	950,000.00	971,000.00	943,000.00	963,000.00	236,913
Nov 21, 2011	951,000.00	960,000.00	942,000.00	950,000.00	246,052
Nov 18, 2011	971,000.00	977,000.00	962,000.00	963,000.00	324,518
Nov 17, 2011	982,000.00	992,000.00	961,000.00	980,000.00	248,463
Nov 16, 2011	995,000.00	1,003,000.00	973,000.00	975,000.00	332,054
Nov 15, 2011	986,000.00	1,000,000.00	980,000.00	996,000.00	230,490
Nov 14, 2011	988,000.00	1,002,000.00	987,000.00	996,000.00	280,671
Nov 11, 2011	945,000.00	984,000.00	930,000.00	983,000.00	481,417
Nov 10, 2011	967,000.00	973,000.00	935,000.00	935,000.00	614,473
Nov 9, 2011	970,000.00	988,000.00	966,000.00	985,000.00	361,508
Nov 8, 2011	986,000.00	990,000.00	965,000.00	970,000.00	339,952
Nov 7, 2011	996,000.00	1,000,000.00	986,000.00	993,000.00	279,484
Nov 4, 2011	983,000.00	1,005,000.00	982,000.00	1,005,000.00	531,669
Nov 3, 2011	962,000.00	971,000.00	958,000.00	967,000.00	326,453
Nov 2, 2011	970,000.00	978,000.00	966,000.00	971,000.00	565,288
Nov 1, 2011	968,000.00	999,000.00	962,000.00	990,000.00	606,504
Oct 31, 2011	941,000.00	970,000.00	933,000.00	968,000.00	463,769
Oct 28, 2011	928,000.00	946,000.00	927,000.00	945,000.00	536,917
Oct 27, 2011	929,000.00	939,000.00	919,000.00	924,000.00	319,716
Oct 26, 2011	933,000.00	946,000.00	927,000.00	934,000.00	236,907
Oct 25, 2011	936,000.00	951,000.00	935,000.00	945,000.00	341,821
Oct 24, 2011	913,000.00	943,000.00	911,000.00	941,000.00	372,986
Oct 21, 2011	920,000.00	925,000.00	907,000.00	917,000.00	442,484
Oct 20, 2011	886,000.00	920,000.00	883,000.00	907,000.00	568,089
Oct 19, 2011	885,000.00	886,000.00	870,000.00	886,000.00	210,412
Oct 18, 2011	875,000.00	893,000.00	871,000.00	883,000.00	258,720
Oct 17, 2011	890,000.00	895,000.00	881,000.00	890,000.00	213,027
Oct 14, 2011	871,000.00	894,000.00	871,000.00	886,000.00	216,483
Oct 13, 2011	898,000.00	899,000.00	881,000.00	890,000.00	324,600
Oct 12, 2011	872,000.00	899,000.00	870,000.00	898,000.00	383,250
Oct 11, 2011	885,000.00	885,000.00	869,000.00	881,000.00	449,012
Oct 10, 2011	878,000.00	885,000.00	872,000.00	874,000.00	342,810
Oct 7, 2011	865,000.00	881,000.00	850,000.00	860,000.00	520,888
Oct 6, 2011	874,000.00	879,000.00	842,000.00	855,000.00	597,067
Oct 5, 2011	824,000.00	850,000.00	817,000.00	842,000.00	640,695
Oct 4, 2011	805,000.00	832,000.00	796,000.00	828,000.00	623,589
Sep 30, 2011	830,000.00	840,000.00	811,000.00	840,000.00	500,197
Sep 29, 2011	804,000.00	848,000.00	804,000.00	837,000.00	548,874
Sep 28, 2011	824,000.00	825,000.00	791,000.00	807,000.00	468,719
Sep 27, 2011	805,000.00	805,000.00	791,000.00	804,000.00	329,394
Sep 26, 2011	760,000.00	787,000.00	759,000.00	775,000.00	474,429
Sep 23, 2011	764,000.00	780,000.00	751,000.00	758,000.00	433,976
Sep 22, 2011	796,000.00	800,000.00	778,000.00	790,000.00	305,447
Sep 21, 2011	819,000.00	828,000.00	801,000.00	813,000.00	333,237
Sep 20, 2011	811,000.00	818,000.00	796,000.00	811,000.00	276,722
Sep 19, 2011	800,000.00	814,000.00	788,000.00	808,000.00	245,058
Sep 16, 2011	794,000.00	811,000.00	792,000.00	798,000.00	473,592
Sep 15, 2011	784,000.00	784,000.00	765,000.00	771,000.00	423,113
Sep 14, 2011	780,000.00	781,000.00	741,000.00	753,000.00	540,315
Sep 9, 2011	785,000.00	812,000.00	777,000.00	780,000.00	358,404
Sep 8, 2011	780,000.00	802,000.00	778,000.00	798,000.00	569,374
Sep 7, 2011	733,000.00	778,000.00	733,000.00	773,000.00	345,980
Sep 6, 2011	726,000.00	736,000.00	710,000.00	727,000.00	260,439
Sep 5, 2011	755,000.00	756,000.00	730,000.00	731,000.00	274,738
Sep 2, 2011	765,000.00	781,000.00	763,000.00	769,000.00	256,575
Sep 1, 2011	759,000.00	788,000.00	744,000.00	771,000.00	704,034
Aug 31, 2011	747,000.00	747,000.00	731,000.00	744,000.00	288,497
Aug 30, 2011	741,000.00	748,000.00	736,000.00	742,000.00	251,478
Aug 29, 2011	742,000.00	742,000.00	724,000.00	733,000.00	252,939
Aug 26, 2011	717,000.00	734,000.00	717,000.00	726,000.00	201,409
Aug 25, 2011	737,000.00	738,000.00	721,000.00	725,000.00	374,559
Aug 24, 2011	724,000.00	735,000.00	700,000.00	708,000.00	369,059
Aug 23, 2011	700,000.00	735,000.00	699,000.00	723,000.00	482,917
Aug 22, 2011	684,000.00	702,000.00	683,000.00	691,000.00	412,925
Aug 19, 2011	688,000.00	697,000.00	672,000.00	680,000.00	573,350
Aug 18, 2011	748,000.00	749,000.00	703,000.00	709,000.00	703,089
Aug 17, 2011	751,000.00	760,000.00	741,000.00	752,000.00	292,491
Aug 16, 2011	735,000.00	750,000.00	726,000.00	750,000.00	589,023
Aug 12, 2011	721,000.00	722,000.00	700,000.00	707,000.00	662,698
Aug 11, 2011	688,000.00	725,000.00	688,000.00	708,000.00	789,542
Aug 10, 2011	760,000.00	760,000.00	720,000.00	720,000.00	982,172
Aug 9, 2011	750,000.00	753,000.00	696,000.00	724,000.00	975,100
Aug 8, 2011	770,000.00	789,000.00	760,000.00	760,000.00	603,042
Aug 5, 2011	792,000.00	805,000.00	789,000.00	789,000.00	606,948
Aug 4, 2011	839,000.00	839,000.00	815,000.00	821,000.00	339,370
Aug 3, 2011	840,000.00	844,000.00	824,000.00	833,000.00	406,654
Aug 2, 2011	853,000.00	859,000.00	850,000.00	852,000.00	269,037
Aug 1, 2011	855,000.00	875,000.00	855,000.00	870,000.00	386,611
Jul 29, 2011	846,000.00	852,000.00	837,000.00	844,000.00	298,142
Jul 28, 2011	828,000.00	840,000.00	826,000.00	837,000.00	271,817
Jul 27, 2011	848,000.00	848,000.00	836,000.00	845,000.00	201,173
Jul 26, 2011	843,000.00	851,000.00	840,000.00	850,000.00	221,683
Jul 25, 2011	850,000.00	850,000.00	834,000.00	847,000.00	181,157
Jul 22, 2011	850,000.00	856,000.00	842,000.00	850,000.00	241,217
Jul 21, 2011	846,000.00	851,000.00	832,000.00	842,000.00	205,905
Jul 20, 2011	840,000.00	854,000.00	839,000.00	851,000.00	419,742
Jul 19, 2011	806,000.00	827,000.00	806,000.00	822,000.00	263,461
Jul 18, 2011	828,000.00	830,000.00	811,000.00	813,000.00	360,395
Jul 15, 2011	830,000.00	840,000.00	821,000.00	832,000.00	264,099
Jul 14, 2011	835,000.00	835,000.00	823,000.00	831,000.00	397,906
Jul 13, 2011	848,000.00	855,000.00	836,000.00	843,000.00	299,531
Jul 12, 2011	860,000.00	861,000.00	846,000.00	850,000.00	213,174
Jul 11, 2011	880,000.00	880,000.00	862,000.00	865,000.00	313,048
Jul 8, 2011	880,000.00	888,000.00	873,000.00	885,000.00	232,465
Jul 7, 2011	898,000.00	898,000.00	879,000.00	880,000.00	356,046
Jul 6, 2011	893,000.00	898,000.00	887,000.00	898,000.00	214,943
Jul 5, 2011	880,000.00	899,000.00	878,000.00	899,000.00	401,722
Jul 4, 2011	870,000.00	883,000.00	869,000.00	878,000.00	403,370
Jul 1, 2011	843,000.00	860,000.00	838,000.00	855,000.00	429,815
Jun 30, 2011	833,000.00	835,000.00	821,000.00	826,000.00	326,593
Jun 29, 2011	848,000.00	849,000.00	832,000.00	833,000.00	206,415
Jun 28, 2011	840,000.00	853,000.00	831,000.00	832,000.00	236,918
Jun 27, 2011	847,000.00	847,000.00	828,000.00	835,000.00	290,232
Jun 24, 2011	821,000.00	854,000.00	821,000.00	852,000.00	467,723
Jun 23, 2011	825,000.00	839,000.00	820,000.00	831,000.00	275,044
Jun 22, 2011	824,000.00	833,000.00	822,000.00	826,000.00	322,265
Jun 21, 2011	800,000.00	820,000.00	798,000.00	814,000.00	374,920
Jun 20, 2011	813,000.00	814,000.00	795,000.00	800,000.00	470,822
Jun 17, 2011	851,000.00	852,000.00	803,000.00	819,000.00	719,360
Jun 16, 2011	853,000.00	858,000.00	844,000.00	848,000.00	229,911
Jun 15, 2011	866,000.00	869,000.00	851,000.00	865,000.00	262,723
Jun 14, 2011	851,000.00	873,000.00	848,000.00	863,000.00	210,924
Jun 13, 2011	844,000.00	853,000.00	838,000.00	853,000.00	276,322
Jun 10, 2011	870,000.00	874,000.00	851,000.00	851,000.00	387,352
Jun 9, 2011	877,000.00	879,000.00	865,000.00	865,000.00	403,906
Jun 8, 2011	885,000.00	890,000.00	875,000.00	877,000.00	257,888
Jun 7, 2011	876,000.00	889,000.00	869,000.00	887,000.00	298,633
Jun 3, 2011	890,000.00	890,000.00	877,000.00	885,000.00	186,945
Jun 2, 2011	894,000.00	897,000.00	880,000.00	883,000.00	317,487
Jun 1, 2011	902,000.00	912,000.00	895,000.00	911,000.00	312,236
May 31, 2011	890,000.00	914,000.00	886,000.00	902,000.00	476,324
May 30, 2011	895,000.00	895,000.00	876,000.00	884,000.00	205,004
May 27, 2011	874,000.00	899,000.00	867,000.00	891,000.00	427,089
May 26, 2011	868,000.00	880,000.00	865,000.00	879,000.00	278,691
May 25, 2011	879,000.00	879,000.00	853,000.00	856,000.00	316,959
May 24, 2011	872,000.00	884,000.00	865,000.00	865,000.00	288,943
May 23, 2011	877,000.00	885,000.00	872,000.00	873,000.00	273,397
May 20, 2011	885,000.00	887,000.00	880,000.00	882,000.00	216,632
May 19, 2011	891,000.00	898,000.00	880,000.00	880,000.00	349,278
May 18, 2011	893,000.00	899,000.00	886,000.00	893,000.00	305,525
May 17, 2011	897,000.00	898,000.00	889,000.00	890,000.00	224,972
May 16, 2011	917,000.00	919,000.00	898,000.00	901,000.00	319,591
May 13, 2011	896,000.00	924,000.00	890,000.00	916,000.00	667,105
May 12, 2011	886,000.00	901,000.00	883,000.00	885,000.00	538,606
May 11, 2011	889,000.00	895,000.00	882,000.00	892,000.00	436,936
May 9, 2011	908,000.00	911,000.00	891,000.00	891,000.00	270,169
May 6, 2011	899,000.00	914,000.00	895,000.00	899,000.00	465,837
May 4, 2011	930,000.00	934,000.00	900,000.00	915,000.00	465,549
May 3, 2011	936,000.00	940,000.00	922,000.00	938,000.00	501,686
May 2, 2011	910,000.00	937,000.00	904,000.00	932,000.00	645,931
Apr 29, 2011	901,000.00	908,000.00	880,000.00	893,000.00	421,880
